,year,quarter,location,economic activity,micro enterprises,small enterprises,medium enterprises,large enterprises,total number of enterprises
1220,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة البيطرية,15,4,0,0,19
1221,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,65,21,1,0,87
1222,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة العقارية,153,24,4,0,181
1223,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة القانونية وأنشطة المحاسبة,39,10,0,0,49
1224,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,10,5,0,0,15
1225,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة المهنية والعلمية والتقنية الأخرى,42,14,1,0,57
1226,2022,1,Al-Madinah Al-Munawwarah Region Office,الأنشطة غير المتميزة لإنتاج السلع والخدمات التي تقوم بها الأسر المعيشية الخاصة لإستعمالها الخاص,1,0,0,0,1
1227,2022,1,Al-Madinah Al-Munawwarah Region Office,الاتصالات,40,3,0,0,43
1228,2022,1,Al-Madinah Al-Munawwarah Region Office,البحث والتطوير في المجال العلمي,1,1,0,0,2
1229,2022,1,Al-Madinah Al-Munawwarah Region Office,التخزين وأنشطة الدعم للنقل,214,34,1,2,251
1230,2022,1,Al-Madinah Al-Munawwarah Region Office,التعليم,73,61,23,1,158
1231,2022,1,Al-Madinah Al-Munawwarah Region Office,الحراجة وقطع الأخشاب,1,1,0,0,2
1232,2022,1,Al-Madinah Al-Munawwarah Region Office,الرعاية مع الإقامة,11,5,0,0,16
1233,2022,1,Al-Madinah Al-Munawwarah Region Office,الصحة البشرية,31,95,21,5,152
1234,2022,1,Al-Madinah Al-Munawwarah Region Office,الصرف الصحي,3,1,0,0,4
1235,2022,1,Al-Madinah Al-Munawwarah Region Office,الصناعة التحويلية الأخرى,30,14,1,1,46
1236,2022,1,Al-Madinah Al-Munawwarah Region Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,58,13,2,0,73
1237,2022,1,Al-Madinah Al-Munawwarah Region Office,النقل البري و النقل عبر الأنابيب,647,66,0,0,713
1238,2022,1,Al-Madinah Al-Munawwarah Region Office,النقل الجوي,10,2,0,0,12
1239,2022,1,Al-Madinah Al-Munawwarah Region Office,النقل المائي,7,0,0,0,7
1240,2022,1,Al-Madinah Al-Munawwarah Region Office,الهندسة المدنية,38,3,1,0,42
1241,2022,1,Al-Madinah Al-Munawwarah Region Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,4612,964,51,5,5632
1242,2022,1,Al-Madinah Al-Munawwarah Region Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,1517,393,34,3,1947
1243,2022,1,Al-Madinah Al-Munawwarah Region Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,1489,224,5,0,1718
1244,2022,1,Al-Madinah Al-Munawwarah Region Office,تجميع المياه ومعالجتها وتوصيلها,27,6,1,0,34
1245,2022,1,Al-Madinah Al-Munawwarah Region Office,تشييد المباني,2941,847,60,19,3867
1246,2022,1,Al-Madinah Al-Munawwarah Region Office,تعدين ركازات الفلزات,20,6,0,0,26
1247,2022,1,Al-Madinah Al-Munawwarah Region Office,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,2,1,0,0,3
1248,2022,1,Al-Madinah Al-Munawwarah Region Office,توصيل الكهرباء والغاز والبخار وتكييف الهواء,17,9,2,0,28
1249,2022,1,Al-Madinah Al-Munawwarah Region Office,صناعة الآلات والمعدات غير المصنفة في موضع أخر,19,2,0,0,21
1250,2022,1,Al-Madinah Al-Munawwarah Region Office,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,42,2,0,0,44
1251,2022,1,Al-Madinah Al-Munawwarah Region Office,صناعة معدات النقل الأخرى,10,3,0,0,13
1252,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع الأثاث,179,37,1,0,217
1253,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,41,12,0,0,53
1254,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,105,18,0,0,123
1255,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع الفلزات القاعدية,90,20,4,1,115
1256,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المشروبات,16,14,6,1,37
1257,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع المعدات الكهربائية,69,17,0,0,86
1258,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع الملبوسات,652,74,2,0,728
1259,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المنتجات الجلدية والمنتجات ذات الصلة,8,1,1,0,10
1260,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع المنتجات الصيدلانية الأساسية والمستحضرات الصيدلانية,5,1,0,0,6
1261,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المنتجات الغذائية,444,114,5,2,565
1262,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المنسوجات,78,23,2,0,103
1263,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع المواد الكيميائية والمنتجات الكيميائية,35,14,2,0,51
1264,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع الورق ومنتجات الورق,4,4,1,0,9
1265,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع فحم الكوك والمنتجات النفطية المكررة,1,1,0,0,2
1266,2022,1,Al-Madinah Al-Munawwarah Region Office,صُنع منتجات التبغ,1,0,0,0,1
1267,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع منتجات المطاط واللدائن,27,18,4,0,49
1268,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع منتجات المعادن اللافلزية الأخرى,109,41,11,0,161
1269,2022,1,Al-Madinah Al-Munawwarah Region Office,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),258,55,4,0,317
1270,2022,1,Al-Madinah Al-Munawwarah Region Office,صيد الأسماك وتربية المائيات,5,1,0,0,6
1271,2022,1,Al-Madinah Al-Munawwarah Region Office,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,65,13,1,0,79
1272,2022,1,Tabuk Region Office,أبحاث الإعلان والسوق,15,0,1,0,16
1273,2022,1,Tabuk Region Office,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,174,34,0,0,208
1274,2022,1,Tabuk Region Office,إصلاح وتركيب الآلات والمعدات,56,1,0,0,57
1275,2022,1,Tabuk Region Office,أنشطة أنتاج الأفلام والبرامج التلفزيونية والتسجيلات الصوتية و نشرالموسيقى,5,0,0,0,5
1276,2022,1,Tabuk Region Office,أنشطة الأمن والتحقيقات,2,0,0,0,2
1277,2022,1,Tabuk Region Office,أنشطة الاستخدام,19,2,0,0,21
1278,2022,1,Tabuk Region Office,أنشطة الاسر المعيشية التي تستخدم أفراداً للعمل المنزلي,2,1,0,0,3
1279,2022,1,Tabuk Region Office,أنشطة البرمجة الحاسوبية والخبرة الاستشارية وما يتصل بها من أنشطة,6,2,0,0,8
1280,2022,1,Tabuk Region Office,أنشطة البرمجة والإذاعة,1,0,0,0,1
1281,2022,1,Tabuk Region Office,أنشطة البريد ونقل الرسائل والطرود بواسطة مندوبين,2,0,0,0,2
1282,2022,1,Tabuk Region Office,أنشطة التشييد المتخصصة,1113,136,3,0,1252
1283,2022,1,Tabuk Region Office,أنشطة الخدمات الشخصية الأخرى,912,74,2,0,988
1284,2022,1,Tabuk Region Office,أنشطة الخدمات المالية ، فيما عدا تمويل التأمين وصناديق المعاشات,18,2,0,0,20
1285,2022,1,Tabuk Region Office,أنشطة العمل الاجتماعي، دون إقامة، لكبار السن وذوي الإعاقة,28,10,1,0,39
1286,2022,1,Tabuk Region Office,أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل,63,24,1,0,88
1287,2022,1,Tabuk Region Office,أنشطة المكاتب الرئيسية ، وألأنشطة الاستشارية في مجال الإدارة,11,1,0,0,12
1288,2022,1,Tabuk Region Office,أنشطة المكتبات ودور المحفوظات، والمتاحف والأنشطة الثقافية الأخرى,24,8,0,0,32
1289,2022,1,Tabuk Region Office,أنشطة المنظمات ذات العضوية,5,2,1,0,8
1290,2022,1,Tabuk Region Office,أنشطة النشر,6,2,0,0,8
1291,2022,1,Tabuk Region Office,أنشطة تقديم الخدمات للمباني وتجميل المواقع,359,61,4,1,425
1292,2022,1,Tabuk Region Office,أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد,1,0,0,0,1
1293,2022,1,Tabuk Region Office,أنشطة خدمات الأطعمة والمشروبات,1670,370,24,0,2064
1294,2022,1,Tabuk Region Office,أنشطة خدمات المعلومات,9,2,0,0,11
1295,2022,1,Tabuk Region Office,أنشطة خدمات دعم التعدين,2,1,0,0,3
1296,2022,1,Tabuk Region Office,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,418,35,1,2,456
1297,2022,1,Tabuk Region Office,الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,9,8,1,0,18
1298,2022,1,Tabuk Region Office,الإقامة,71,34,2,0,107
1299,2022,1,Tabuk Region Office,الأنشطة الإبداعية والفنون وأنشطة الترفيه,2,0,0,0,2
1300,2022,1,Tabuk Region Office,الأنشطة الأخرى للتعدين واستغلال المحاجر,4,2,0,0,6
1301,2022,1,Tabuk Region Office,الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال,40,3,1,0,44
1302,2022,1,Tabuk Region Office,الأنشطة الإيجارية,385,9,0,0,394
1303,2022,1,Tabuk Region Office,الأنشطة البيطرية,6,2,0,0,8
1304,2022,1,Tabuk Region Office,الأنشطة الرياضية وأنشطة التسلية والترفيه,52,9,0,0,61
1305,2022,1,Tabuk Region Office,الأنشطة العقارية,51,6,0,0,57
1306,2022,1,Tabuk Region Office,الأنشطة القانونية وأنشطة المحاسبة,8,0,0,0,8
1307,2022,1,Tabuk Region Office,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,3,0,0,0,3
1308,2022,1,Tabuk Region Office,الأنشطة المهنية والعلمية والتقنية الأخرى,21,2,0,0,23
1309,2022,1,Tabuk Region Office,الاتصالات,18,1,0,0,19
1310,2022,1,Tabuk Region Office,البحث والتطوير في المجال العلمي,1,0,0,0,1
1311,2022,1,Tabuk Region Office,التخزين وأنشطة الدعم للنقل,69,7,0,0,76
1312,2022,1,Tabuk Region Office,التعليم,34,36,17,1,88
1313,2022,1,Tabuk Region Office,الرعاية مع الإقامة,9,0,1,0,10
1314,2022,1,Tabuk Region Office,الصحة البشرية,19,48,10,1,78
1315,2022,1,Tabuk Region Office,الصرف الصحي,1,0,0,0,1
1316,2022,1,Tabuk Region Office,الصناعة التحويلية الأخرى,15,0,0,0,15
1317,2022,1,Tabuk Region Office,الطباعة واستنساخ وسائط الأعلام المسجّلة,24,7,0,0,31
1318,2022,1,Tabuk Region Office,النقل البري و النقل عبر الأنابيب,458,57,5,0,520
1319,2022,1,Tabuk Region Office,النقل الجوي,8,4,3,0,15
1320,2022,1,Tabuk Region Office,النقل المائي,8,1,0,0,9
1321,2022,1,Tabuk Region Office,الهندسة المدنية,11,1,0,0,12
1322,2022,1,Tabuk Region Office,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,1867,280,13,1,2161
1323,2022,1,Tabuk Region Office,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,570,104,7,0,681
1324,2022,1,Tabuk Region Office,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,907,129,0,0,1036
1325,2022,1,Tabuk Region Office,تجميع المياه ومعالجتها وتوصيلها,38,4,0,0,42
1326,2022,1,Tabuk Region Office,تشييد المباني,2137,387,29,5,2558
1327,2022,1,Tabuk Region Office,تعدين الفحم والليغنيت,1,0,0,0,1
1328,2022,1,Tabuk Region Office,تعدين ركازات الفلزات,6,2,0,0,8
1329,2022,1,Tabuk Region Office,توصيل الكهرباء والغاز والبخار وتكييف الهواء,8,2,0,0,10
1330,2022,1,Tabuk Region Office,صناعة الآلات والمعدات غير المصنفة في موضع أخر,18,3,0,0,21
1331,2022,1,Tabuk Region Office,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,30,1,0,0,31
1332,2022,1,Tabuk Region Office,صناعة معدات النقل الأخرى,2,1,0,0,3
1333,2022,1,Tabuk Region Office,صنع الأثاث,137,23,0,0,160
1334,2022,1,Tabuk Region Office,صنع الحواسيب والمنتجات الإلكترونية والبصرية,45,4,1,0,50
